timestamp,agent,signal,confidence,win_rate,rl_action,reward,is_weekend,session,low_liquidity,high_volatility,event_window
2025-05-01 12:30:00,FundingRate,sell,0.5089,0.5,buy,133.10000000000582,False,London,True,False,True
2025-05-01 12:30:00,WhaleWallet,buy,0.6845,0.5,buy,133.10000000000582,False,London,True,False,True
2025-05-01 12:30:00,TimeOfDay,hold,0.5,0.5,buy,133.10000000000582,False,London,True,False,True
2025-05-01 12:25:00,TrendFinder,hold,0.1,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,VolumeSpike,hold,0.1,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,VolatilityCluster,avoid,1.6097,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,RSIRegime,hold,0.1,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,MACDDivergence,hold,0.1,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,ADXStrength,avoid,0.2995,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,LiquidityMapper,avoid,0.0595,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,PnLClusterRebalancer,hold,0.1,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,CorrelationMonitor,hold,0.1,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,NewsSentiment,buy,1.0318,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,FundingRate,hold,0.1672,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,WhaleWallet,sell,0.6109,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:25:00,TimeOfDay,hold,0.5,0.5,buy,-34.80000000000291,False,London,True,False,True
2025-05-01 12:20:00,TrendFinder,hold,0.1,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,VolumeSpike,hold,0.1,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,VolatilityCluster,avoid,1.3007,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,RSIRegime,hold,0.1,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,MACDDivergence,hold,0.1,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,ADXStrength,avoid,0.3323,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,LiquidityMapper,avoid,0.0489,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,PnLClusterRebalancer,hold,0.1,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,CorrelationMonitor,hold,0.1,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,NewsSentiment,hold,0.2867,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,FundingRate,buy,0.6261,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,WhaleWallet,sell,0.7945,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:20:00,TimeOfDay,hold,0.5,0.5,avoid,0.0,False,London,True,False,True
2025-05-01 12:15:00,TrendFinder,hold,0.1,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,VolumeSpike,hold,0.1,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,VolatilityCluster,avoid,1.4343,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,RSIRegime,hold,0.1,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,MACDDivergence,buy,0.0265,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,ADXStrength,avoid,0.3755,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,LiquidityMapper,avoid,0.046,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,PnLClusterRebalancer,hold,0.1,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,CorrelationMonitor,hold,0.1,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,NewsSentiment,hold,0.2654,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,FundingRate,buy,0.4079,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,WhaleWallet,sell,0.7157,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:15:00,TimeOfDay,hold,0.5,0.5,sell,-77.0,False,London,True,False,True
2025-05-01 12:10:00,TrendFinder,hold,0.1,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,VolumeSpike,hold,0.1,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,VolatilityCluster,avoid,1.3986,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,RSIRegime,hold,0.1,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,MACDDivergence,hold,0.1,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,ADXStrength,avoid,0.4039,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,LiquidityMapper,avoid,0.0476,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,PnLClusterRebalancer,hold,0.1,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,CorrelationMonitor,hold,0.1,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,NewsSentiment,buy,0.7685,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,FundingRate,hold,0.2305,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,WhaleWallet,buy,0.7676,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:10:00,TimeOfDay,hold,0.5,0.5,hold,0.0,False,London,True,False,True
2025-05-01 12:05:00,TrendFinder,hold,0.1,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,VolumeSpike,hold,0.1,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,VolatilityCluster,avoid,1.3691,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,RSIRegime,hold,0.1,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,MACDDivergence,hold,0.1,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,ADXStrength,hold,0.4431,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,LiquidityMapper,avoid,0.0468,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,PnLClusterRebalancer,hold,0.1,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,CorrelationMonitor,hold,0.1,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,NewsSentiment,hold,0.3852,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,FundingRate,hold,0.3298,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,WhaleWallet,hold,0.1,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:05:00,TimeOfDay,hold,0.5,0.5,buy,-68.0,False,London,True,False,True
2025-05-01 12:00:00,TrendFinder,hold,0.1,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,VolumeSpike,hold,0.1,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,VolatilityCluster,avoid,1.4485,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,RSIRegime,hold,0.1,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,MACDDivergence,hold,0.1,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,ADXStrength,hold,0.4822,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,LiquidityMapper,avoid,0.0443,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,PnLClusterRebalancer,hold,0.1,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,CorrelationMonitor,hold,0.1,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,NewsSentiment,hold,0.5398,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,FundingRate,hold,0.3194,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,WhaleWallet,sell,0.6615,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 12:00:00,TimeOfDay,hold,0.5,0.5,buy,-12.0,False,London,True,False,True
2025-05-01 11:55:00,TrendFinder,hold,0.1,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,VolumeSpike,hold,0.1,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,VolatilityCluster,avoid,1.3112,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,RSIRegime,buy,0.7412,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,MACDDivergence,hold,0.1,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,ADXStrength,hold,0.5218,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,LiquidityMapper,avoid,0.0424,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,PnLClusterRebalancer,hold,0.1,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,CorrelationMonitor,hold,0.1,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,NewsSentiment,sell,0.6124,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,FundingRate,hold,0.0913,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,WhaleWallet,sell,0.7945,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:55:00,TimeOfDay,hold,0.5,0.5,buy,-17.80000000000291,False,London,True,False,False
2025-05-01 11:50:00,TrendFinder,hold,0.1,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,VolumeSpike,hold,0.1,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,VolatilityCluster,avoid,1.0046,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,RSIRegime,buy,0.7776,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,MACDDivergence,hold,0.1,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,ADXStrength,hold,0.5292,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,LiquidityMapper,avoid,0.0297,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,PnLClusterRebalancer,hold,0.1,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,CorrelationMonitor,hold,0.1,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,NewsSentiment,hold,0.4099,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,FundingRate,hold,0.2369,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,WhaleWallet,buy,0.9104,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:50:00,TimeOfDay,hold,0.5,0.5,buy,-50.89999999999418,False,London,True,False,False
2025-05-01 11:45:00,TrendFinder,hold,0.1,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,VolumeSpike,hold,0.1,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,VolatilityCluster,avoid,0.9672,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,RSIRegime,buy,0.7609,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,MACDDivergence,hold,0.1,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,ADXStrength,buy,0.5445,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,LiquidityMapper,avoid,0.0303,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,PnLClusterRebalancer,hold,0.1,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,CorrelationMonitor,hold,0.1,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,NewsSentiment,sell,0.656,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,FundingRate,buy,0.6535,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,WhaleWallet,buy,0.7706,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:45:00,TimeOfDay,hold,0.5,0.5,buy,-101.0,False,London,True,False,False
2025-05-01 11:40:00,TrendFinder,hold,0.1,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,VolumeSpike,hold,0.1,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,VolatilityCluster,avoid,1.0649,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,RSIRegime,buy,0.7378,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,MACDDivergence,hold,0.1,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,ADXStrength,buy,0.5369,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,LiquidityMapper,avoid,0.1638,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,PnLClusterRebalancer,hold,0.1,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,CorrelationMonitor,hold,0.1,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,NewsSentiment,hold,0.4472,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,FundingRate,sell,0.5949,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,WhaleWallet,sell,0.6833,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:40:00,TimeOfDay,hold,0.5,0.5,buy,-165.6999999999971,False,London,True,False,False
2025-05-01 11:35:00,TrendFinder,hold,0.1,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,VolumeSpike,hold,0.1,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,VolatilityCluster,avoid,1.3125,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,RSIRegime,buy,0.6098,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,MACDDivergence,hold,0.1,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,ADXStrength,buy,0.5498,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,LiquidityMapper,avoid,0.1464,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,PnLClusterRebalancer,hold,0.1,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,CorrelationMonitor,hold,0.1,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,NewsSentiment,hold,0.2771,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,FundingRate,sell,0.4035,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,WhaleWallet,hold,0.1,0.5,buy,-128.09999999999127,False,London,True,False,False
2025-05-01 11:35:00,TimeOfDay,hold,0.5,0.5,buy,-128.09999999999127,False,London,True,False,False
